sample_id,source_image,target_image,instruction,edit_type,subject_category,subject_description,original_background,target_background,keep_constraints,negative_constraints,source_generator,edit_generator,subject_bbox,subject_mask_path,qc_status,reject_reason,split,base_sample_id,negative_type
sbg_neg_000037,supplemental/negative_samples/source/sbg_neg_000037.png,supplemental/negative_samples/target/sbg_neg_000037.png,保持主体a small hedgehog curled slightly with visible spines的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从garden path改为a peaceful lakeside campsite。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a small hedgehog curled slightly with visible spines,garden path,a peaceful lakeside campsite,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000037.png,rejected,subject_size_or_position_changed,test,sbg_000037,subject_size_or_position_changed
sbg_neg_000038,supplemental/negative_samples/source/sbg_neg_000038.png,supplemental/negative_samples/target/sbg_neg_000038.png,保持主体a bright green frog sitting on a smooth rock的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rainforest stream改为a bright greenhouse full of plants。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a bright green frog sitting on a smooth rock,rainforest stream,a bright greenhouse full of plants,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000038.png,rejected,subject_occluded,test,sbg_000038,subject_occluded
sbg_neg_000039,supplemental/negative_samples/source/sbg_neg_000039.png,supplemental/negative_samples/target/sbg_neg_000039.png,保持主体a yellow duckling standing on dry ground的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从farm courtyard改为a cobblestone old town street。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a yellow duckling standing on dry ground,farm courtyard,a cobblestone old town street,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000039.png,rejected,background_not_changed,test,sbg_000039,background_not_changed
sbg_neg_000040,supplemental/negative_samples/source/sbg_neg_000040.png,supplemental/negative_samples/target/sbg_neg_000040.png,保持主体a green chameleon gripping a branch with curled tail的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从tropical greenhouse改为a simple studio with pastel backdrop。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_replace,animal,a green chameleon gripping a branch with curled tail,tropical greenhouse,a simple studio with pastel backdrop,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000040.png,rejected,artifact_or_low_quality,test,sbg_000040,artifact_or_low_quality
sbg_neg_000041,supplemental/negative_samples/source/sbg_neg_000041.png,supplemental/negative_samples/target/sbg_neg_000041.png,保持主体a river otter with wet brown fur sitting upright的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从riverbank改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a river otter with wet brown fur sitting upright,riverbank,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000041.png,rejected,subject_color_changed,test,sbg_000041,subject_color_changed
sbg_neg_000042,supplemental/negative_samples/source/sbg_neg_000042.png,supplemental/negative_samples/target/sbg_neg_000042.png,保持主体a young deer with small antlers standing still的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从autumn forest改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a young deer with small antlers standing still,autumn forest,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000042.png,rejected,subject_size_or_position_changed,test,sbg_000042,subject_size_or_position_changed
sbg_neg_000043,supplemental/negative_samples/source/sbg_neg_000043.png,supplemental/negative_samples/target/sbg_neg_000043.png,保持主体a gray seal pup resting on sand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rocky beach改为the same type of scene at blue hour dusk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a gray seal pup resting on sand,rocky beach,the same type of scene at blue hour dusk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000043.png,rejected,subject_occluded,test,sbg_000043,subject_occluded
sbg_neg_000044,supplemental/negative_samples/source/sbg_neg_000044.png,supplemental/negative_samples/target/sbg_neg_000044.png,保持主体a colorful parrot perched on a simple wooden stand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunny balcony改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a colorful parrot perched on a simple wooden stand,sunny balcony,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000044.png,rejected,background_not_changed,test,sbg_000044,background_not_changed
sbg_neg_000045,supplemental/negative_samples/source/sbg_neg_000045.png,supplemental/negative_samples/target/sbg_neg_000045.png,保持主体a white llama with fluffy fur standing side-on的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从mountain pasture改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a white llama with fluffy fur standing side-on,mountain pasture,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000045.png,rejected,artifact_or_low_quality,test,sbg_000045,artifact_or_low_quality
sbg_neg_000046,supplemental/negative_samples/source/sbg_neg_000046.png,supplemental/negative_samples/target/sbg_neg_000046.png,保持主体a tan hamster standing on its hind legs的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从wooden tabletop改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a tan hamster standing on its hind legs,wooden tabletop,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000046.png,rejected,subject_color_changed,test,sbg_000046,subject_color_changed
sbg_neg_000047,supplemental/negative_samples/source/sbg_neg_000047.png,supplemental/negative_samples/target/sbg_neg_000047.png,保持主体a blue butterfly with symmetrical wings on a flower的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从flower garden改为the same type of scene at blue hour dusk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a blue butterfly with symmetrical wings on a flower,flower garden,the same type of scene at blue hour dusk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000047.png,rejected,subject_size_or_position_changed,test,sbg_000047,subject_size_or_position_changed
sbg_neg_000048,supplemental/negative_samples/source/sbg_neg_000048.png,supplemental/negative_samples/target/sbg_neg_000048.png,保持主体a red crab with raised claws on wet sand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从tidal flat改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a red crab with raised claws on wet sand,tidal flat,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000048.png,rejected,subject_occluded,test,sbg_000048,subject_occluded
sbg_neg_000049,supplemental/negative_samples/source/sbg_neg_000049.png,supplemental/negative_samples/target/sbg_neg_000049.png,保持主体a small brown goat with short horns的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rural field改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a small brown goat with short horns,rural field,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000049.png,rejected,background_not_changed,test,sbg_000049,background_not_changed
sbg_neg_000050,supplemental/negative_samples/source/sbg_neg_000050.png,supplemental/negative_samples/target/sbg_neg_000050.png,保持主体a chestnut horse standing calmly in profile的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从open stable yard改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a chestnut horse standing calmly in profile,open stable yard,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,scripted_negative_v1,"200,175,904,992",supplemental/negative_samples/masks/sbg_neg_000050.png,rejected,artifact_or_low_quality,test,sbg_000050,artifact_or_low_quality
