sample_id,source_image,target_image,instruction,edit_type,subject_category,subject_description,original_background,target_background,keep_constraints,negative_constraints,source_generator,edit_generator,subject_bbox,subject_mask_path,qc_status,reject_reason,split
sbg_000044,final/source/sbg_000044.png,final/target/sbg_000044.png,保持主体a colorful parrot perched on a simple wooden stand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunny balcony改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a colorful parrot perched on a simple wooden stand,sunny balcony,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000044.png,accepted,,train
sbg_000045,final/source/sbg_000045.png,final/target/sbg_000045.png,保持主体a white llama with fluffy fur standing side-on的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从mountain pasture改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a white llama with fluffy fur standing side-on,mountain pasture,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000045.png,accepted,,train
sbg_000046,final/source/sbg_000046.png,final/target/sbg_000046.png,保持主体a tan hamster standing on its hind legs的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从wooden tabletop改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a tan hamster standing on its hind legs,wooden tabletop,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000046.png,accepted,,train
sbg_000047,final/source/sbg_000047.png,final/target/sbg_000047.png,保持主体a blue butterfly with symmetrical wings on a flower的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从flower garden改为the same type of scene at blue hour dusk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a blue butterfly with symmetrical wings on a flower,flower garden,the same type of scene at blue hour dusk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000047.png,accepted,,train
sbg_000048,final/source/sbg_000048.png,final/target/sbg_000048.png,保持主体a red crab with raised claws on wet sand的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从tidal flat改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a red crab with raised claws on wet sand,tidal flat,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000048.png,accepted,,train
sbg_000049,final/source/sbg_000049.png,final/target/sbg_000049.png,保持主体a small brown goat with short horns的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rural field改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a small brown goat with short horns,rural field,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000049.png,accepted,,train
sbg_000050,final/source/sbg_000050.png,final/target/sbg_000050.png,保持主体a chestnut horse standing calmly in profile的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从open stable yard改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,animal,a chestnut horse standing calmly in profile,open stable yard,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"200,175,904,992",masks/subject/sbg_000050.png,accepted,,train
sbg_000051,final/source/sbg_000051.png,final/target/sbg_000051.png,保持主体a glossy white ceramic teapot with a curved spout的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从wooden kitchen table改为the same type of scene at blue hour dusk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a glossy white ceramic teapot with a curved spout,wooden kitchen table,the same type of scene at blue hour dusk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000051.png,accepted,,train
sbg_000052,final/source/sbg_000052.png,final/target/sbg_000052.png,保持主体a red city bicycle with a black seat and front basket的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet street corner改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a red city bicycle with a black seat and front basket,quiet street corner,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000052.png,accepted,,train
sbg_000053,final/source/sbg_000053.png,final/target/sbg_000053.png,保持主体a black vintage film camera with silver lens rings的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从photography studio desk改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a black vintage film camera with silver lens rings,photography studio desk,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000053.png,accepted,,train
sbg_000054,final/source/sbg_000054.png,final/target/sbg_000054.png,保持主体a blue canvas backpack with brown straps的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从school hallway改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a blue canvas backpack with brown straps,school hallway,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000054.png,accepted,,train
sbg_000055,final/source/sbg_000055.png,final/target/sbg_000055.png,保持主体a simple wooden chair with a woven seat的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从minimal dining room改为the same type of scene at blue hour dusk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a simple wooden chair with a woven seat,minimal dining room,the same type of scene at blue hour dusk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000055.png,accepted,,train
sbg_000056,final/source/sbg_000056.png,final/target/sbg_000056.png,保持主体a transparent glass vase with a narrow neck的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bright living room shelf改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a transparent glass vase with a narrow neck,bright living room shelf,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000056.png,accepted,,train
sbg_000057,final/source/sbg_000057.png,final/target/sbg_000057.png,保持主体a single yellow rain boot standing upright的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从mudroom floor改为the same type of scene at night with soft street lights。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a single yellow rain boot standing upright,mudroom floor,the same type of scene at night with soft street lights,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000057.png,accepted,,train
sbg_000058,final/source/sbg_000058.png,final/target/sbg_000058.png,保持主体a small silver toy robot with round eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从child's play table改为the same type of scene at sunrise with warm light。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a small silver toy robot with round eyes,child's play table,the same type of scene at sunrise with warm light,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000058.png,accepted,,train
sbg_000059,final/source/sbg_000059.png,final/target/sbg_000059.png,保持主体a green metal watering can with a long spout的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从garden shed改为the same type of scene at blue hour dusk。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a green metal watering can with a long spout,garden shed,the same type of scene at blue hour dusk,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000059.png,accepted,,train
sbg_000060,final/source/sbg_000060.png,final/target/sbg_000060.png,保持主体a clean white sneaker with flat laces的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从concrete floor改为the same type of scene under midday sunlight。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_time,object,a clean white sneaker with flat laces,concrete floor,the same type of scene under midday sunlight,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000060.png,accepted,,train
sbg_000061,final/source/sbg_000061.png,final/target/sbg_000061.png,保持主体a brass compass with a glass top的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从map-covered desk改为a rainy version of the scene with wet ground。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a brass compass with a glass top,map-covered desk,a rainy version of the scene with wet ground,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000061.png,accepted,,train
sbg_000062,final/source/sbg_000062.png,final/target/sbg_000062.png,保持主体a folded red umbrella with a black handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从entryway wall改为a snowy version of the scene with gentle snow。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a folded red umbrella with a black handle,entryway wall,a snowy version of the scene with gentle snow,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000062.png,accepted,,train
sbg_000063,final/source/sbg_000063.png,final/target/sbg_000063.png,保持主体a blue ceramic bowl with white rim的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从kitchen counter改为a foggy version of the scene with low mist。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a blue ceramic bowl with white rim,kitchen counter,a foggy version of the scene with low mist,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000063.png,accepted,,train
sbg_000064,final/source/sbg_000064.png,final/target/sbg_000064.png,保持主体an acoustic wooden guitar with a dark sound hole的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从music room改为a sunny version after rain with clear reflections。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,an acoustic wooden guitar with a dark sound hole,music room,a sunny version after rain with clear reflections,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000064.png,accepted,,train
sbg_000065,final/source/sbg_000065.png,final/target/sbg_000065.png,保持主体a small table lamp with a beige shade的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bedside table改为a rainy version of the scene with wet ground。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a small table lamp with a beige shade,bedside table,a rainy version of the scene with wet ground,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000065.png,accepted,,train
sbg_000066,final/source/sbg_000066.png,final/target/sbg_000066.png,保持主体a skateboard with a plain black deck的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从urban pavement改为a snowy version of the scene with gentle snow。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a skateboard with a plain black deck,urban pavement,a snowy version of the scene with gentle snow,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000066.png,accepted,,train
sbg_000067,final/source/sbg_000067.png,final/target/sbg_000067.png,保持主体a small potted cactus in a terracotta pot的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从sunny windowsill改为a foggy version of the scene with low mist。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a small potted cactus in a terracotta pot,sunny windowsill,a foggy version of the scene with low mist,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000067.png,accepted,,train
sbg_000068,final/source/sbg_000068.png,final/target/sbg_000068.png,保持主体a clear glass bottle with a cork stopper的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从rustic shelf改为a sunny version after rain with clear reflections。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a clear glass bottle with a cork stopper,rustic shelf,a sunny version after rain with clear reflections,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000068.png,accepted,,train
sbg_000069,final/source/sbg_000069.png,final/target/sbg_000069.png,保持主体a silver metal kettle with a black handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从stove top改为a rainy version of the scene with wet ground。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a silver metal kettle with a black handle,stove top,a rainy version of the scene with wet ground,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000069.png,accepted,,train
sbg_000070,final/source/sbg_000070.png,final/target/sbg_000070.png,保持主体an orange hard-shell suitcase with black wheels的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从airport waiting area改为a snowy version of the scene with gentle snow。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,an orange hard-shell suitcase with black wheels,airport waiting area,a snowy version of the scene with gentle snow,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000070.png,accepted,,train
sbg_000071,final/source/sbg_000071.png,final/target/sbg_000071.png,保持主体a blue ceramic mug with a round handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从office desk改为a foggy version of the scene with low mist。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a blue ceramic mug with a round handle,office desk,a foggy version of the scene with low mist,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000071.png,accepted,,val
sbg_000072,final/source/sbg_000072.png,final/target/sbg_000072.png,保持主体a wooden toy train with red wheels的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从playroom floor改为a sunny version after rain with clear reflections。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a wooden toy train with red wheels,playroom floor,a sunny version after rain with clear reflections,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000072.png,accepted,,val
sbg_000073,final/source/sbg_000073.png,final/target/sbg_000073.png,保持主体black over-ear headphones with soft ear pads的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从studio table改为a rainy version of the scene with wet ground。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,black over-ear headphones with soft ear pads,studio table,a rainy version of the scene with wet ground,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000073.png,accepted,,val
sbg_000074,final/source/sbg_000074.png,final/target/sbg_000074.png,保持主体a round white analog clock with black numbers的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从plain wall shelf改为a snowy version of the scene with gentle snow。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a round white analog clock with black numbers,plain wall shelf,a snowy version of the scene with gentle snow,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000074.png,accepted,,val
sbg_000075,final/source/sbg_000075.png,final/target/sbg_000075.png,保持主体a green camping lantern with a metal handle的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从camp table改为a foggy version of the scene with low mist。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a green camping lantern with a metal handle,camp table,a foggy version of the scene with low mist,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000075.png,accepted,,val
sbg_000076,final/source/sbg_000076.png,final/target/sbg_000076.png,保持主体a glossy white ceramic teapot with a curved spout的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从wooden kitchen table改为a sunny version after rain with clear reflections。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a glossy white ceramic teapot with a curved spout,wooden kitchen table,a sunny version after rain with clear reflections,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000076.png,accepted,,val
sbg_000077,final/source/sbg_000077.png,final/target/sbg_000077.png,保持主体a red city bicycle with a black seat and front basket的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从quiet street corner改为a rainy version of the scene with wet ground。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a red city bicycle with a black seat and front basket,quiet street corner,a rainy version of the scene with wet ground,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000077.png,accepted,,val
sbg_000078,final/source/sbg_000078.png,final/target/sbg_000078.png,保持主体a black vintage film camera with silver lens rings的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从photography studio desk改为a snowy version of the scene with gentle snow。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a black vintage film camera with silver lens rings,photography studio desk,a snowy version of the scene with gentle snow,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000078.png,accepted,,val
sbg_000079,final/source/sbg_000079.png,final/target/sbg_000079.png,保持主体a blue canvas backpack with brown straps的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从school hallway改为a foggy version of the scene with low mist。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a blue canvas backpack with brown straps,school hallway,a foggy version of the scene with low mist,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000079.png,accepted,,val
sbg_000080,final/source/sbg_000080.png,final/target/sbg_000080.png,保持主体a simple wooden chair with a woven seat的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从minimal dining room改为a sunny version after rain with clear reflections。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_weather,object,a simple wooden chair with a woven seat,minimal dining room,a sunny version after rain with clear reflections,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000080.png,accepted,,val
sbg_000081,final/source/sbg_000081.png,final/target/sbg_000081.png,保持主体a transparent glass vase with a narrow neck的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从bright living room shelf改为a soft watercolor-style background while the subject remains photorealistic。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a transparent glass vase with a narrow neck,bright living room shelf,a soft watercolor-style background while the subject remains photorealistic,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000081.png,accepted,,val
sbg_000082,final/source/sbg_000082.png,final/target/sbg_000082.png,保持主体a single yellow rain boot standing upright的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从mudroom floor改为a clean paper-cut style background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a single yellow rain boot standing upright,mudroom floor,a clean paper-cut style background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000082.png,accepted,,val
sbg_000083,final/source/sbg_000083.png,final/target/sbg_000083.png,保持主体a small silver toy robot with round eyes的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从child's play table改为a minimal flat-color studio background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a small silver toy robot with round eyes,child's play table,a minimal flat-color studio background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000083.png,accepted,,val
sbg_000084,final/source/sbg_000084.png,final/target/sbg_000084.png,保持主体a green metal watering can with a long spout的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从garden shed改为a cinematic but realistic background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a green metal watering can with a long spout,garden shed,a cinematic but realistic background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000084.png,accepted,,val
sbg_000085,final/source/sbg_000085.png,final/target/sbg_000085.png,保持主体a clean white sneaker with flat laces的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从concrete floor改为a soft watercolor-style background while the subject remains photorealistic。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a clean white sneaker with flat laces,concrete floor,a soft watercolor-style background while the subject remains photorealistic,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000085.png,accepted,,val
sbg_000086,final/source/sbg_000086.png,final/target/sbg_000086.png,保持主体a brass compass with a glass top的身份、轮廓、姿态、颜色、材质、大小和画面位置不变，仅将背景从map-covered desk改为a clean paper-cut style background while the subject remains unchanged。不要改变主体，不要新增遮挡主体的物体，不要改变主体风格。,background_style,object,a brass compass with a glass top,map-covered desk,a clean paper-cut style background while the subject remains unchanged,subject_identity_preserved;subject_pose_preserved;subject_color_material_preserved;subject_size_position_preserved,no_subject_change;no_subject_occlusion;no_style_transfer_on_subject;no_extra_main_subject,chatgpt_image2,chatgpt_image2_edit,"225,200,829,904",masks/subject/sbg_000086.png,accepted,,test
